song_name,artist,cluster
"My Neck, My Back (Lick It)",Khia,11
It Wasn't Me,"Shaggy, Rik Rok",7
This Love,Maroon 5,11
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, AFROJACK, Nayer",2
Hello,Adele,1
When We Were Young,Adele,10
Payphone,"Maroon 5, Wiz Khalifa",7
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",6
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Wanz",0
All About That Bass,Meghan Trainor,2
Boyfriend,Big Time Rush,9
Your Man,Josh Turner,2
Can't Get You out of My Head,Kylie Minogue,13
"Jumpin', Jumpin'",Destiny's Child,7
Bitch Better Have My Money,Rihanna,7
"One, Two Step (feat. Missy Elliott)","Ciara, Missy Elliott",11
The Next Episode,"Dr. Dre, Snoop Dogg",0
Fireball (feat. John Ryan),"Pitbull, John Ryan",2
Le Freak - Edit,CHIC,6
One Time,Marian Hill,0
Love Is Overrated,Shwayze,7
FM$,New Boyz,0
Versace,Migos,0
Bend And Snap,Original Cast Recording,0
No Type,Rae Sremmurd,6
Shower,Becky G,10
Don’t Drop That Thun Thun,Finatticz,0
"Bubble Butt [feat. Bruno Mars, Tyga & Mystic]","Major Lazer, Mystic, Bruno Mars, Tyga",0
Somebody,"Natalie La Rose, Jeremih",7
Love More,"Chris Brown, Nicki Minaj",7
Shake It Off,Taylor Swift,2
F**k U Betta,Neon Hitch,7
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",11
Rock Yo Hips,Crime Mob,2
Level Up,Ciara,7
Rich Girl,"Gwen Stefani, Eve",11
Aaron's Party (Come Get It),Aaron Carter,7
Mesmerize,"Ja Rule, Ashanti",7
Ridin',"Chamillionaire, Krayzie Bone",11
Live Your Life - feat. Rihanna,"T.I., Rihanna",9
Don't Stop The Music,Rihanna,11
Get Ur Freak On,Missy Elliott,0
Every time we touch,Cascada,2
I Know You Want Me (Calle Ocho),Pitbull,7
Get Like Me,"Nelly, Nicki Minaj, Pharrell Williams",13
Wrecking Ball,Miley Cyrus,10
Hit The Lights,Selena Gomez & The Scene,2
Unfaithful,Rihanna,1
Buttons,The Pussycat Dolls,3
Love Don't Cost a Thing,Jennifer Lopez,11
No Air (feat. Chris Brown),"Jordin Sparks, Chris Brown",9
The Sweet Escape,"Gwen Stefani, Akon",7
Cry Me a River,Justin Timberlake,14
Californication,Red Hot Chili Peppers,14
Fallin',Alicia Keys,14
Mirrors,Justin Timberlake,15
Any Kind of Guy,Big Time Rush,11
Famous,Big Time Rush,7
Back It Up and Dump It,Cali Swag District,0
Booty Me Down,Kstylis,6
Go,Cali Swag District,0
Falling for Ya,Grace Phipps,11
Dance Like A Stripper,M.E (Main Event),0
Make It Rain,Travis Porter,11
Bring It Back,Travis Porter,11
Do My Dance,"Tyga, 2 Chainz",2
Ayy Ladies (feat. Tyga),"Travis Porter, Tyga",11
We Are Never Ever Getting Back Together,Taylor Swift,2
Pon de Replay,Rihanna,2
Replay,Iyaz,10
My Girl,Mindless Behavior,2
Hold It Against Me,Britney Spears,9
3,Britney Spears,11
"Boom, Boom, Boom, Boom!!",Vengaboys,11
It's Gonna Be Me,*NSYNC,11
I Don't Need A Man,The Pussycat Dolls,11
Barbie Girl,Aqua,11
"Bump, Bump, Bump (feat. P. Diddy)","B2K, Diddy",11
Las Divinas,Patito Feo,11
Dancing Lasha Tumbai,Verka Serduchka,7
Dum Tek Tek,Hadise,2
The Big Bang,Rock Mafia,11
Let's Get Loud,Jennifer Lopez,11
Want U Back,Cher Lloyd,5
Go Hard (La.La.La),Kreayshawn,2
Breakfast (Syrup) (feat. 2 Chainz),"Kreayshawn, 2 Chainz",0
Love On Top,Beyoncé,5
Pound The Alarm,Nicki Minaj,2
Baby's on Fire,Die Antwoord,11
Complicated,Avril Lavigne,10
Boombastic,Shaggy,0
Nasty Girl - Main,Nitty,7
Hot Stuff,Donna Summer,7
Swing,"Savage, Soulja Boy",0
Obsessed,Mariah Carey,5
Footloose,Kenny Loggins,3
Hotel Room Service,Pitbull,7
No Scrubs,TLC,11
Let Me Blow Ya Mind,"Eve, Gwen Stefani, Stevie J",11
Bust Your Windows,Jazmine Sullivan,11
Dragostea Din Tei,O-Zone,7
We Can't Stop,Miley Cyrus,14
Torn,Natalie Imbruglia,5
Barbra Streisand,Duck Sauce,0
Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj",7
Pocketful of Sunshine,Natasha Bedingfield,11
Livin' la Vida Loca,Ricky Martin,9
Thriller,Michael Jackson,5
Love Story,Taylor Swift,10
California Gurls,"Katy Perry, Snoop Dogg",7
I Gotta Feeling,Black Eyed Peas,5
Fire Burning,Sean Kingston,7
Wide Awake,Katy Perry,3
Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch",2
You Da One,Rihanna,11
Glad You Came,The Wanted,11
Oath (feat. Becky G),"Cher Lloyd, Becky G",2
International Love (feat. Chris Brown),"Pitbull, Chris Brown",11
The One That Got Away,Katy Perry,11
Jealous (I Ain't With It),Chromeo,11
Crazy For You,Hedley,11
They Don't Know About Us,One Direction,3
Please Don't Go,Mike Posner,11
Kiss Me Thru The Phone,"Soulja Boy, Sammie",2
Blank Space,Taylor Swift,2
Birthday,Katy Perry,2
Bad Blood,Taylor Swift,3
Work Out,J. Cole,10
On My Way,Illijah,5
Pyramid (feat. Iyaz),"Charice, Iyaz",10
Locked Away (feat. Adam Levine),"R. City, Adam Levine",7
Moment 4 Life,"Nicki Minaj, Drake",0
Time of Our Lives,"Pitbull, Ne-Yo",5
Forever,Chris Brown,2
Beat It (feat. Chris Brown & Wiz Khalifa),"Sean Kingston, Chris Brown, Wiz Khalifa",3
Pretty Girl Rock,Keri Hilson,0
Lighters,"Bad Meets Evil, Bruno Mars",0
Sugar,Maroon 5,7
I Found A Girl,The Vamps,7
Toothbrush,DNCE,5
Magnetic (feat. Tori Kelly),"Traphik, Tori Kelly",0
Happily,One Direction,2
Little White Lies,One Direction,7
Black Magic,Little Mix,7
I Really Like You,Carly Rae Jepsen,2
Animals,Maroon 5,5
The Nights,Avicii,2
Cake By The Ocean,DNCE,11
Strong,One Direction,7
Crush,David Archuleta,9
Wild Ones (feat. Sia),"Flo Rida, Sia",9
Part Of Me,Katy Perry,2
The Show Goes On,Lupe Fiasco,2
Kiss Goodnight,Tyler Shaw,7
Stutter,Marianas Trench,11
Lush Life,Zara Larsson,11
We Found Love,"Rihanna, Calvin Harris",7
What I Wouldn't Do,Serena Ryder,7
This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",10
Enchanted,Taylor Swift,3
Little Things,One Direction,12
Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",2
MakeDamnSure,Taking Back Sunday,3
Perfect,Simple Plan,3
Earthquake,The Used,3
I Miss You,blink-182,2
Only One,Yellowcard,14
Scars,Papa Roach,2
Dark Blue,Jack's Mannequin,3
Miss Murder,AFI,3
Vindicated,Dashboard Confessional,10
The Quiet Things That No One Ever Knows,Brand New,10
With Me,Sum 41,3
Miserable At Best,Mayday Parade,1
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,2
Wake Me up When September Ends,Green Day,10
Call Me,Shinedown,14
The Crow & the Butterfly,Shinedown,3
The Great Escape,BOYS LIKE GIRLS,9
Hero / Heroine - Original Mix,BOYS LIKE GIRLS,5
Thunder,BOYS LIKE GIRLS,10
Heels Over Head - Original Mix,BOYS LIKE GIRLS,3
Without You,Hinder,3
Bliss (I Don't Wanna Know),Hinder,5
Pain,Jimmy Eat World,5
18 Days,Saving Abel,7
Wasteland,10 Years,9
Fix Me,10 Years,9
All Downhill From Here,New Found Glory,3
Kiss Me,New Found Glory,7
The Bird and the Worm,The Used,9
Over and Over,Three Days Grace,3
Look What You've Done,Jet,10
Work,Jimmy Eat World,2
Easier to Run,Linkin Park,14
Everything Changes,Staind,10
Audience Of One,Rise Against,3
Famous Last Words,My Chemical Romance,9
Closer,Kings of Leon,14
The Artist In The Ambulance,Thrice,9
Buried Myself Alive,The Used,5
Radio,Alkaline Trio,10
You're So Last Summer,Taking Back Sunday,14
"Cute Without the ""E"" (Cut From the Team)",Taking Back Sunday,9
Girl's Not Grey,AFI,9
This Is How I Disappear,My Chemical Romance,3
All That I've Got,The Used,3
You're Not Alone,Saosin,9
Your Guardian Angel,The Red Jumpsuit Apparatus,5
Face Down,The Red Jumpsuit Apparatus,11
Damn Regret,The Red Jumpsuit Apparatus,7
Pretty Girl (The Way),Sugarcult,5
Break Your Little Heart,All Time Low,3
Welcome to the Black Parade,My Chemical Romance,10
A Decade Under The Influence,Taking Back Sunday,3
The Anthem,Good Charlotte,3
The Adventure,Angels & Airwaves,10
Addicted,Simple Plan,7
"Swing, Swing",The All-American Rejects,10
Lifestyles of the Rich & Famous,Good Charlotte,7
Here (In Your Arms),Hellogoodbye,2
Be My Escape,Relient K,10
Until the Day I Die,Story Of The Year,11
Memory,Sugarcult,3
Little Things,Good Charlotte,7
The Mixed Tape,Jack's Mannequin,2
Hands Down,Dashboard Confessional,10
My Friends Over You,New Found Glory,3
In This Diary,The Ataris,3
Tell Me I'm A Wreck,Every Avenue,2
The Space Between,Valencia,3
The Curse of Curves,Cute Is What We Aim For,3
Say Anything (Else),Cartel,3
The Shooting Star That Destroyed Us,A Static Lullaby,10
The Taste of Ink,The Used,2
Sydney,Halifax,9
Familiar Ground,Exit,10
Truth Be Told,Exit,10
Semantics,Exit,10
Fire Escape,Andrew McMahon in the Wilderness,10
So Close,Andrew McMahon in the Wilderness,11
The Kill,Thirty Seconds To Mars,9
"Dance, Dance",Fall Out Boy,9
Calling All Cars,Senses Fail,3
Self Esteem,The Offspring,2
The Reason,Hoobastank,10
I Just Wanna Live,Good Charlotte,11
Why Don't You Get A Job,The Offspring,2
Want You Bad,The Offspring,7
It's Been Awhile,Staind,10
The Hell Song,Sum 41,9
Movies,Alien Ant Farm,2
Bring Me To Life,Evanescence,9
Crawling In The Dark,Hoobastank,9
Pieces,Sum 41,10
Going Under,Evanescence,9
Right Here,Staind,14
Wish You Were Here,Incubus,3
45,Shinedown,3
Not Meant to Be,Theory of a Deadman,3
Wasting My Time,Default,3
Life is Beautiful,Sixx:A.M.,14
It Only Hurts,Default,10
Closing Time,Semisonic,10
Something to Remind You,Staind,1
Girl All the Bad Guys Want,Bowling For Soup,7
Hold On,Good Charlotte,3
The Young & the Hopeless,Good Charlotte,7
Untitled (How Could This Happen to Me?),Simple Plan,1
Celebration Song,Unwritten Law,3
Paper Wings,Rise Against,7
All These Things I Hate (Revolve Around Me),Bullet For My Valentine,9
Lonely Day,System Of A Down,14
Wings of A Butterfly,HIM,5
Between Angels And Insects,Papa Roach,9
Vitamin R (Leading Us Along),Chevelle,10
The Clincher,Chevelle,3
Stellar,Incubus,2
Anthem For The Underdog,12 Stones,10
Gone Away - 1997,The Offspring,10
How Can I Live,Ill Niño,5
Welcome to My Life,Simple Plan,3
Who I Am Hates Who I've Been,Relient K,3
Gravedigger,Willie Nelson,9
Crawling,Dream State,14
Flavor Of The Weak,American Hi-Fi,3
Honestly,Cartel,3
Niki Fm,Hawthorne Heights,14
Right Now,SR-71,2
First Date,blink-182,7
Seein' Red,Unwritten Law,10
Disco,Surf Curse,9
Hell N Back,Bakar,0
Stella Brown,Jelani Aryeh,6
Marcel,Her's,2
Photo ID,Remi Wolf,7
HIT EM WHERE IT HURTS,PawPaw Rod,0
Smile,Lily Allen,2
Long Beach,"Kota the Friend, Hello O'shay, Alex Banin",7
upside down,lentra,1
Weekend Friend,Goth Babe,10
Don't Trust Me,the booyah! kids,6
Needs,Verzache,11
sugar ray,pizzagirl,7
Maple Syrup Tears,Huron John,7
Beach Bummer,No Vacation,2
i guess?,"elias, Thiago, love-sadKID",0
Dead To Me,Kali Uchis,14
Still Beating,Mac DeMarco,6
All My Dogs,Sam Truth,0
King,"Dreamer Isioma, Saint Lewis",13
Movie Screen,Tommy Newport,11
Unfucktheworld,Angel Olsen,12
Morning Sex,Ralph Castelli,6
Them Changes,Thundercat,6
1st Time,Bakar,7
Fruit Bats,Freeds,6
In Your Mind,Straats,6
Ode to Viceroy,Mac DeMarco,10
I Was Sad Last Night I'm OK Now,tobi lou,11
OUTTA MY MIND,Monsune,11
FYO,MICHELLE,6
Secret Plan,Drug Store Romeos,4
Carmelyzed Crusade,Apricot Ink,0
Blue Skies,dexter in the newsagent,11
Out Getting Ribs,King Krule,1
Heybb!,binki,11
Help Me,OR3O,2
I Got No Time,The Living Tombstone,3
MONSTER,"KIRA, GUMI",11
Other Friends,Caleb Hyles,0
Run Away,"OR3O, Sleeping Forest, Sam Haft",11
"Jump Up, Super Star!",The Living Tombstone,9
Welcome to the Club - Nightcore Edit,Manian,9
Bad Boy,Nightcore Reality,9
愛の詩,LamazeP,3
Common World Domination,"PinocchioP, Hatsune Miku",9
39 Music!,"Mikito P, Hatsune Miku",9
Everywhere I Go,Hollywood Undead,11
Game Over,Falling In Reverse,2
Good Girls Bad Guys,Falling In Reverse,3
Dirty Little Secret,The All-American Rejects,5
It's Been So Long,The Living Tombstone,14
Join Us for a Bite,"JT Music, Andrea Storm Kaden",10
Entropy (2014 Original),Awkward Marina,6
Miku,"Anamanaguchi, Hatsune Miku",7
Partners in Crime (feat. Ash Costello),"Set It Off, Ash Costello",3
Trust Me,"Jorge Aguilar II, Elizabeth Ann",6
Allegro Molto Vivace (Piano Concerto in E Minor No. 1) - Electro Swing Mix,"Felix Mendelssohn, DanyloM, Wolfgang Lohr",13
1925,LVDS,13
1941 (feat. Virian),"Klaypex, Virian",11
Merry-Go-Round of Life - from 'Howl's Moving Castle',Joe Hisaishi,4
"The Nutcracker, Op. 71: No. 14, Pas de Deux","Pyotr Ilyich Tchaikovsky, Orchestra of the Royal Opera House, Covent Garden, Mark Ermler",4
"2 Arabesques, L. 66: No. 1 in E Major","Claude Debussy, Michael Korstick",4
Miroirs: III. Une barque sur l'océan,"Maurice Ravel, André Laplante",4
Did I Make The Most of Loving You?,L'Orchestra Numerique,4
Menuet,Toshifumi Hinata,4
"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major","Franz Liszt, Jenő Jandó",4
The Flower Garden,Joe Hisaishi,4
Song on the Beach/Photograph,Delialah El-Atwi,4
Première Gymnopédie,"Erik Satie, Alexandre Tharaud",4
Claire de lune,"Claude Debussy, Alexis Weissenberg",4
Mia & Sebastian’s Theme,Justin Hurwitz,4
Amore mio aiutami - Main Theme,Piero Piccioni,4
"Untitled, Pt. 2",Cameron Gainley,4
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Johann Sebastian Bach, Yo-Yo Ma",4
Swan Lake,"Pyotr Ilyich Tchaikovsky, London Harmonia Orchestra, Gijs Kramers",4
Ala,Joep Beving,4
"Sospiri, Op. 70","Edward Elgar, English Chamber Orchestra, Osian Ellis, Paul Goodwin",4
A Thousand Times Good Night,Abel Korzeniowski,4
"Le Carnaval des Animaux, R. 125: 13. Le Cygne","Camille Saint-Saëns, Christopher van Kampen, Pascal Rogé, Cristina Ortiz, London Sinfonietta, Charles Dutoit",4
"One Hundred Years Of Downton - From ""Downton Abbey""","John Lunn, The Chamber Orchestra Of London",4
"Comptine d'un autre été, l'après-midi","Piano Fruits Music, Benjamin Cambridge",4
Somewhere in Between,Jacob LaVallee,4
"Kingdom Dance - From ""Tangled""/Score",Alan Menken,3
Such Good Luck - From “Downton Abbey” Soundtrack,"John Lunn, The Chamber Orchestra Of London",4
"Deux Arabesques, L. 66, CD 74: I. Première Arabesque","Claude Debussy, Jean-Efflam Bavouzet",4
"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",4
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis",4
"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto","Antonio Vivaldi, Nigel Kennedy, English Chamber Orchestra",4
Rondo Alla Turca,"Wolfgang Amadeus Mozart, Klára Würtz",4
William Tell Overture,"Gioachino Rossini, Arthur Fiedler, Boston Pops Orchestra",1
Flight of the Bumblebee,"Nikolai Rimsky-Korsakov, Isaac Stern, Milton Katims, Columbia Symphony Orchestra",6
The Nutcracker Suite: March,"Pyotr Ilyich Tchaikovsky, Eugene Ormandy",4
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","Ludwig van Beethoven, Wiener Philharmoniker, Carlos Kleiber",4
"1812 Festival Overture, Op. 49: 1812 Overture, Op. 49: Finale","Pyotr Ilyich Tchaikovsky, Royal Philharmonic Orchestra, Adrian Leaper",4
Carmen Suite No. 1: 5. Les toréadors,"Georges Bizet, Orchestre de Paris, Semyon Bychkov",12
"Die Walkure, Act III: Ride of the Valkyries","Richard Wagner, Budapest Symphony Orchestra, György Lehel",4
"Nocturne en Mi Bémol Majeur, Op. 9 No. 2","Frédéric Chopin, Luis Fernando Pérez",4
Requiem: Lacrimosa,"Wolfgang Amadeus Mozart, Choir of King's College, Cambridge, Stephen Cleobury",4
"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights","Sergei Prokofiev, André Previn, London Symphony Orchestra",4
"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King","Edvard Grieg, Andrew Davis, Philharmonia Orchestra",4
Morning Mood,"Edvard Grieg, Yuri Temirkanov",4
"Habanera (From “Carmen”, WD. 31)","Georges Bizet, Katherine Jenkins, The Arcadian Ensemble, James Morgan",12
Dance of the Sugar Plum Fairy - Andante non troppo,"Pyotr Ilyich Tchaikovsky, Leonard Bernstein, New York Philharmonic",4
Waltz No.2,"Dmitri Shostakovich, André Rieu",4
"String Quintet in E Major, Op. 13: V. Minuet","Luigi Boccherini, Mischa Maisky, Orpheus Chamber Orchestra",4
"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2","Franz Liszt, Vladimir Horowitz",4
Canon in D,"Johann Pachelbel, Kanon Orchestre de Chambre, Jean-François Paillard",4
"Orchestral Suite No. 3 in D Major, BWV 1068: Jean-Sébastien BACH : Suite n° 3 pour orchestre BWV 1068 Aria","Johann Sebastian Bach, Münchener Bach-Orchester, Karl Richter",4
Blood Related,Kurtis Conner,5
Caterpillars (Of the Commonwealth),Will Connolly,5
Lonely,Brad Sucks,1
Goodmorning,Bleachers,6
Make The Grade,Jack Conte,12
Garden in the Backyard,BL,6
This Year,The Mountain Goats,2
Dancing Through The Telephone,The Axidents,7
Photos from When We Were Young,Nana Grizol,6
You Are Loved,"Defiance, Ohio",6
ES,Crying,3
My Mom,Kimya Dawson,1
"Oh, Death",SUGR?,2
Jimmy the Chameleon,Brookside,12
Jason,BONNIE PARKER,5
Parrot,Stepdad,6
"She's the Prettiest Girl at the Party, and She Can Prove It with a Solid Right Hook",Frank Iero,8
Marlboro Nights,Lonely God,0
Has Anybody Seen My Will To Live?,The Tin Knees,6
I'm not a good person,Pat The Bunny,6
Grilled Cheese,Peach Face,12
She Plays Bass,beabadoobee,9
Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,5
Hate Yourself,TV Girl,2
Grass Eater,The Mellowells,2
Blueberry Skies,Loser Company,10
didya think,Arlie,5
Shut Eye,Stealing Sheep,14
"I Kissed a Girl, and She Kissed Me",Kid Bloom,6
The Outside,Twenty One Pilots,2
FUCKBOI REJECTS,Royal & the Serpent,5
Cowboys Don’t Cry,Oliver Tree,10
Record Player (with AJR),"Daisy the Great, AJR",11
Wake Me Up,Foals,7
Until I Come Home,"Two Feet, grandson",7
Colorado,Milky Chance,11
Enemies,The Score,9
Won’t Stand Down,Muse,2
Re-Entry (feat. Mark Hoppus),"A Day To Remember, Mark Hoppus",3
Story Of My Life (feat. Trippie Redd),"ILLENIUM, Sueco, Trippie Redd",10
Bite Me,Avril Lavigne,3
Loser,Sueco,11
pity party (feat. Royal & the Serpent),"Stand Atlantic, Royal & the Serpent",7
Monday,The Regrettes,7
Loved You A Little (with Taking Back Sunday and Charlotte Sands),"The Maine, Taking Back Sunday, Charlotte Sands",3
ur just horny,GAYLE,9
Chapstick,COIN,7
Toxic,BoyWithUke,0
Bad Dream,Cannons,11
Velcro (feat. Gus Dapperton),"spill tab, Gus Dapperton",10
Everything I Love Is Going to Die,The Wombats,2
Seventeen Going Under,Sam Fender,3
The Hardest Cut,Spoon,2
Shut Off The Lights,Bastille,2
Love Brand New,Bob Moses,14
U&ME,alt-J,10
1 Last Cigarette,The Band CAMINO,7
crashing down,Arlie,2
Buy American,Joywave,9
Wind of Change (feat. Brandon Boyd of Incubus & Portugal. The Man),"AWOLNATION, Incubus, Portugal. The Man, Brandon Boyd",1
seaside_demo,SEB,7
Win Anyway,WALK THE MOON,5
in the wake of your leave,Gang of Youths,9
Brother the Cloud,Eddie Vedder,2
Smile,Wolf Alice,8
Ease My Mind,The Faim,7
MYSTERY,Turnstile,5
Ride or Die,Hippo Campus,3
On My Knees,RÜFÜS DU SOL,10
Hot Tea,half•alive,9
Pain Killer,Grabbitz,10
Hate Me Too,lozeak,3
Hayloft II,Mother Mother,9
SIDEWAYS (with Travis Barker),"Jack Kays, Travis Barker",7
Love It When You Hate Me (feat. blackbear),"Avril Lavigne, blackbear",5
Peachy,Bad Suns,2
BRIGHTSIDE,The Lumineers,2
Crutch,Band of Horses,7
Chaise Longue,Wet Leg,2
Cheer Up Baby,Inhaler,3
People disappear here,Halsey,14
Memory,Windser,7
Keep Me Up All Night,Charlotte Sands,3
Did You Sleep Last Night?,LAUNDRY DAY,14
Crawl!,IDLES,5
Leading,Best Coast,3
Stepped On A Bee,MisterWives,10
Cutie,COIN,11
Fuck Your Labels,Carlie Hanson,2
Oxygen,Beach Bunny,3
I Love You So,The Walters,2
Nothing Can Kill Us,K.Flay,2
Empty Bottles (feat. MOD SUN),"Bryce Vine, MOD SUN",3
Out the Neighbourhood,Blondes,14
PARAMOUR (feat. AURORA),"Sub Urban, AURORA",5
abcdefu,GAYLE,6
The Antidote,Simple Plan,3
5AM,Betcha,2
hurt less,LØLØ,2
THE WAY IT WAS,morgxn,2
Traps,Bloc Party,3
Futureproof,Nothing But Thieves,3
Jackie Down The Line,Fontaines D.C.,2
Fallout,Daphne's Couch,9
TV or Not TV,Liily,11
Human (feat. Barns Courtney),"Tom Morello, Barns Courtney",9
Parasocial (feat. Mark Hoppus),"Ricky Himself, Mark Hoppus",7
Rage (feat. Travis Barker and Aimee Interrupter of The Interrupters),"Dirty Heads, Travis Barker, The Interrupters, Aimee Interrupter",9
Raise a Glass,LJ Benet,10
Snow,Caspr,10
Own Worst Enemy,Robert DeLong,3
Pieces of You,"nothing,nowhere.",7
I Feel Like I'm Falling,HOKO,3
My Way,PVRIS,7
Wasted Time,Candid,9
Find Another Reason Why,Judah & the Lion,1
Life,Mother Mother,3
Shut Up (feat. phem & Travis Barker),"Tyler Posey, phem, Travis Barker",9
Here's To Moving On,Dashboard Confessional,1
Dumped,Aidan Bissett,3
It's Depression (feat. Middle Part),"Anna Shoemaker, Middle Part",7
Cool Kids,Justus Bennetts,5
Waterproof,Hirsch,7
"Happy, Healthy, Well-Adjusted",Max Bennett Kelly,6
Hero,Alice Merton,7
Head Right,Wilderado,3
Ancient History,Smallpools,14
Brainless,DREAMERS,3
Sound the Alarm (feat. Rivers Cuomo of Weezer & Royal & the Serpent),"The Knocks, Weezer, Royal & the Serpent",5
Better Than I Know Myself,Del Water Gap,14
Hypnotic,Dead Sara,3
Slowly,THE JACKS,3
pulp,Winnetka Bowling League,11
Tentacles,Blame My Youth,9
Hold Me in the Moonlight,Goody Grace,11
Dirty Work,Steely Dan,12
Jigsaw,Conan Gray,3
Blue Skies,Noah And The Whale,10
What You Know,Two Door Cinema Club,11
Alright,Supergrass,9
Hot & Heavy,Lucy Dacus,7
Blue Coupe,Twin Peaks,2
Kenny,Still Woozy,6
All I Want Is You,Barry Louis Polisar,6
29,Run River North,9
Look Out!,Peach Pit,12
Sedona,Houndmouth,10
Why,Dominic Fike,2
circle the drain,Soccer Mommy,3
Perfume,Lovejoy,2
Days Like Lost Dogs,Christian Leave,5
Up Granville,Peach Pit,10
Glory,Snail Mail,11
One Day,Lovejoy,9
Cut On The Crease,Covey,10
Michelle,Sir Chloe,10
bad idea!,girl in red,3
Sex Sells,Lovejoy,7
Remember When,Wallows,5
Japanese Posters,Rebounder,11
Taunt,Lovejoy,3
Bad Dream Baby,Hippo Campus,7
